"","id","unique_id","date","species","rlc_time","treatment","temp","nitrate","salinity","plant_id","n_g_m3_2d","p_g_m3_2d","treat_letter","run_combo","rlc_end_time","rlc_day","rlc_order","f0","fm","f","fm_prime","fv_fm","delta_npq","pmax","retr_max","retr_max_ypoint1","npq_max","alpha_est","alpha_se","alpha_t","alpha_pvalue","ek_est","ek_se","ek_t","ek_pvalue","lunar_phase","illumination"
"99","hm2-3","9/24/21_hm2-3",2021-09-24,"h",08:26:43,3,30,53,18,2,6.4,0.41,"e",1,08:30:46,5,1,112,294,112,294,0.619,0,45.22,49.2,47.03,0.861,0.767,NA,12.05,0,59,NA,7.66,0,"Full",0.906757022687221
"100","hm2-4","9/24/21_hm2-4",2021-09-24,"h",08:31:21,4,30,80,11,2,9.7,0.94,"f",1,08:35:24,5,1,85,211,85,211,0.597,0,58.29,63.96,57.54,0.803,0.835,NA,8.86,0,69.8,NA,5.25,0.002,"Full",0.906757022687221
"101","ul2-1","9/24/21_ul2-1",2021-09-24,"u",08:35:45,1,30,14,35,2,1.7,0.001,"b",1,08:39:47,5,1,157,734,157,734,0.786,0,64.97,65.84,65.84,0.504,0.809,NA,18.36,0,80.3,NA,10.25,0,"Full",0.906757022687221
"102","ul2-2","9/24/21_ul2-2",2021-09-24,"u",08:40:28,2,30,27,28,2,3.3,0.037,"c",1,08:44:31,5,1,202,956,202,956,0.789,0,58.17,60.13,60.13,0.686,0.822,NA,14.48,0,70.8,NA,8.52,0,"Full",0.906757022687221
"103","ul2-3","9/24/21_ul2-3",2021-09-24,"u",08:44:48,3,30,53,18,2,6.4,0.41,"e",1,08:48:51,5,1,195,1036,195,1036,0.812,0,94.15,90.72,90.72,0.637,0.713,NA,26.79,0,132.1,NA,12.23,0,"Full",0.906757022687221
"104","ul2-4","9/24/21_ul2-4",2021-09-24,"u",08:49:13,4,30,80,11,2,9.7,0.94,"f",1,08:53:15,5,1,235,1114,235,1114,0.789,0,90.9,84.42,84.42,0.901,0.672,NA,20.45,0,135.2,NA,9.25,0,"Full",0.906757022687221
"105","hm1-1","9/24/21_hm1-1",2021-09-24,"h",08:53:30,1,30,14,35,1,1.7,0.001,"b",1,08:57:33,5,2,121,337,121,337,0.641,0,51.77,64.78,55.44,0.852,0.945,NA,17.85,0,54.8,NA,11.71,0,"Full",0.906757022687221
"106","hm1-2","9/24/21_hm1-2",2021-09-24,"h",08:57:51,2,30,27,28,1,3.3,0.037,"c",1,09:01:54,5,2,122,320,122,320,0.619,0,58.42,55.86,55.86,0.808,0.633,NA,14.86,0,92.3,NA,7.83,0,"Full",0.906757022687221
"107","hm1-3","9/24/21_hm1-3",2021-09-24,"h",09:02:12,3,30,53,18,1,6.4,0.41,"e",1,09:06:14,5,2,93,248,93,248,0.625,0,73.36,74.34,74.34,0.908,0.735,NA,21.14,0,99.8,NA,10.79,0,"Full",0.906757022687221
"108","hm1-4","9/24/21_hm1-4",2021-09-24,"h",09:06:47,4,30,80,11,1,9.7,0.94,"f",1,09:10:49,5,2,72,164,72,164,0.561,0,58.74,72.98,55.86,0.64,0.781,NA,9.34,0,75.2,NA,5.36,0.002,"Full",0.906757022687221
"109","ul1-1","9/24/21_ul1-1",2021-09-24,"u",09:11:04,1,30,14,35,1,1.7,0.001,"b",1,09:15:07,5,2,205,842,205,842,0.757,0,67,68.11,68.11,0.577,0.767,NA,13.78,0,87.4,NA,7.43,0,"Full",0.906757022687221
"110","ul1-2","9/24/21_ul1-2",2021-09-24,"u",09:15:53,2,30,27,28,1,3.3,0.037,"c",1,09:19:55,5,2,234,1020,234,1020,0.771,0,45.77,48.07,48.07,0.534,0.983,NA,8.31,0,46.6,NA,5.84,0.001,"Full",0.906757022687221
"111","ul1-3","9/24/21_ul1-3",2021-09-24,"u",09:20:24,3,30,53,18,1,6.4,0.41,"e",1,09:24:26,5,2,222,1061,222,1061,0.791,0,52.86,57,57,0.331,0.923,NA,15.29,0,57.3,NA,9.85,0,"Full",0.906757022687221
"112","ul1-4","9/24/21_ul1-4",2021-09-24,"u",09:25:02,4,30,80,11,1,9.7,0.94,"f",1,09:29:05,5,2,156,836,156,836,0.813,0,96.25,96.6,96.6,0.523,0.758,NA,34.83,0,127,NA,16.14,0,"Full",0.906757022687221
"113","hm4-1","9/24/21_hm4-1",2021-09-24,"h",09:29:33,1,27,14,35,4,1.7,0.001,"b",1,09:33:35,5,3,87,236,87,236,0.631,0,68.66,86.92,86.92,0.934,0.815,NA,23.01,0,84.2,NA,12.59,0,"Full",0.906757022687221
"114","hm4-2","9/24/21_hm4-2",2021-09-24,"h",09:34:06,2,27,27,28,4,3.3,0.037,"c",1,09:38:09,5,3,138,367,138,367,0.624,0,48.33,54.12,50.35,1.134,0.937,NA,15.67,0,51.6,NA,10.55,0,"Full",0.906757022687221
"115","hm4-3","9/24/21_hm4-3",2021-09-24,"h",09:39:01,3,27,53,18,4,6.4,0.41,"e",1,09:43:03,5,3,108,303,108,303,0.644,0,75.38,72.39,72.39,0.894,0.897,NA,17.88,0,84.1,NA,9.79,0,"Full",0.906757022687221
"116","hm4-4","9/24/21_hm4-4",2021-09-24,"h",09:43:27,4,27,80,11,4,9.7,0.94,"f",1,09:47:30,5,3,63,145,63,145,0.566,0,87.93,94.3,94.3,0.859,0.672,NA,11.94,0,130.9,NA,5.47,0.002,"Full",0.906757022687221
"117","ul4-1","9/24/21_ul4-1",2021-09-24,"u",09:47:51,1,27,14,35,4,1.7,0.001,"b",1,09:51:53,5,3,197,806,197,806,0.756,0,45.05,47.12,47.12,0.484,0.853,NA,7.35,0,52.8,NA,4.9,0.003,"Full",0.906757022687221
"118","ul4-2","9/24/21_ul4-2",2021-09-24,"u",09:52:16,2,27,27,28,4,3.3,0.037,"c",1,09:56:18,5,3,190,873,190,873,0.782,0,63.3,64.12,64.12,0.774,0.73,NA,13.74,0,86.8,NA,7.42,0,"Full",0.906757022687221
"119","ul4-3","9/24/21_ul4-3",2021-09-24,"u",09:56:47,3,27,53,18,4,6.4,0.41,"e",1,10:00:49,5,3,226,973,226,973,0.768,0,81.9,79.38,79.38,0.52,0.719,NA,20.49,0,113.9,NA,9.91,0,"Full",0.906757022687221
"120","ul4-4","9/24/21_ul4-4",2021-09-24,"u",10:01:35,4,27,80,11,4,9.7,0.94,"f",1,10:05:37,5,3,255,1088,255,1088,0.766,0,101.63,91.98,91.98,0.822,0.643,NA,17.37,0,158,NA,7.4,0,"Full",0.906757022687221
"121","hm3-1","9/24/21_hm3-1",2021-09-24,"h",10:06:13,1,27,14,35,3,1.7,0.001,"b",1,10:10:15,5,4,113,315,113,315,0.641,0,74.56,72.24,72.24,1.006,0.899,NA,29.61,0,82.9,NA,16.31,0,"Full",0.906757022687221
"122","hm3-2","9/24/21_hm3-2",2021-09-24,"h",10:10:35,2,27,27,28,3,3.3,0.037,"c",1,10:14:37,5,4,91,235,91,235,0.613,0,68.03,80.36,69.25,0.88,0.823,NA,31.95,0,82.7,NA,17.61,0,"Full",0.906757022687221
"123","hm3-3","9/24/21_hm3-3",2021-09-24,"h",10:15:28,3,27,53,18,3,6.4,0.41,"e",1,10:19:30,5,4,131,363,131,363,0.639,0,88.99,83.64,83.64,1.051,0.854,NA,12.72,0,104.2,NA,6.38,0.001,"Full",0.906757022687221
"124","hm3-4","9/24/21_hm3-4",2021-09-24,"h",10:19:49,4,27,80,11,3,9.7,0.94,"f",1,10:23:51,5,4,59,145,59,145,0.593,0,77.76,131.2,131.2,0.986,0.744,NA,12.2,0,104.5,NA,6.11,0.001,"Full",0.906757022687221
"125","ul3-1","9/24/21_ul3-1",2021-09-24,"u",10:24:17,1,27,14,35,3,1.7,0.001,"b",1,10:28:19,5,4,221,896,221,896,0.753,0,59.64,59.56,59.56,0.851,0.687,NA,20.39,0,86.8,NA,11.02,0,"Full",0.906757022687221
"126","ul3-2","9/24/21_ul3-2",2021-09-24,"u",10:28:41,2,27,27,28,3,3.3,0.037,"c",1,10:32:43,5,4,198,804,198,804,0.754,0,59.48,58.99,58.99,1.041,0.652,NA,25.05,0,91.3,NA,13.26,0,"Full",0.906757022687221
"127","ul3-3","9/24/21_ul3-3",2021-09-24,"u",10:33:14,3,27,53,18,3,6.4,0.41,"e",1,10:37:17,5,4,302,1213,302,1213,0.751,0,61.31,59.85,59.85,0.479,0.689,NA,13.29,0,89,NA,7.11,0,"Full",0.906757022687221
"128","ul3-4","9/24/21_ul3-4",2021-09-24,"u",10:37:38,4,27,80,11,3,9.7,0.94,"f",1,10:41:40,5,4,277,1171,277,1171,0.763,0,61.86,61.56,61.56,0.777,0.733,NA,10.37,0,84.4,NA,5.67,0.001,"Full",0.906757022687221
"129","hm6-1","9/24/21_hm6-1",2021-09-24,"h",10:41:59,1,20,14,35,6,1.7,0.001,"b",1,10:46:01,5,5,83,205,83,205,0.595,0,92.2,88.64,88.64,0.881,0.814,NA,19.01,0,113.3,NA,9.22,0,"Full",0.906757022687221
"130","hm6-2","9/24/21_hm6-2",2021-09-24,"h",10:46:53,2,20,27,28,6,3.3,0.037,"c",1,10:50:56,5,5,99,262,99,262,0.622,0,95.34,97.58,97.58,0.941,0.71,NA,26.9,0,134.3,NA,12.2,0,"Full",0.906757022687221
"131","hm6-3","9/24/21_hm6-3",2021-09-24,"h",10:51:58,3,20,53,18,6,6.4,0.41,"e",1,10:56:00,5,5,133,343,133,343,0.612,0,124.55,113.4,113.4,0.854,0.697,NA,28.21,0,178.6,NA,11.47,0,"Full",0.906757022687221
"132","hm6-4","9/24/21_hm6-4",2021-09-24,"h",10:56:16,4,20,80,11,6,9.7,0.94,"f",1,11:00:18,5,5,118,302,118,302,0.609,0,107.33,97.58,97.58,0.716,0.672,NA,25.55,0,159.6,NA,10.84,0,"Full",0.906757022687221
"133","ul6-1","9/24/21_ul6-1",2021-09-24,"u",11:00:35,1,20,14,35,6,1.7,0.001,"b",1,11:04:38,5,5,199,732,199,732,0.728,0,74.87,72.66,72.66,0.627,0.603,NA,18.37,0,124.2,NA,8.59,0,"Full",0.906757022687221
"134","ul6-2","9/24/21_ul6-2",2021-09-24,"u",11:04:58,2,20,27,28,6,3.3,0.037,"c",1,11:09:01,5,5,250,1074,250,1074,0.767,0,56.83,56.72,56.72,0.808,0.746,NA,11.51,0,76.2,NA,6.57,0.001,"Full",0.906757022687221
"135","ul6-3","9/24/21_ul6-3",2021-09-24,"u",11:10:16,3,20,53,18,6,6.4,0.41,"e",1,11:14:18,5,5,271,1216,271,1216,0.777,0,92.94,86.94,86.94,0.598,0.656,NA,19.51,0,141.6,NA,8.67,0,"Full",0.906757022687221
"136","ul6-4","9/24/21_ul6-4",2021-09-24,"u",11:14:36,4,20,80,11,6,9.7,0.94,"f",1,11:18:39,5,5,229,1020,229,1020,0.775,0,135.58,117.6,117.6,0.996,0.638,NA,25.12,0,212.6,NA,9.55,0,"Full",0.906757022687221
"137","hm5-1","9/24/21_hm5-1",2021-09-24,"h",11:18:55,1,20,14,35,5,1.7,0.001,"b",1,11:22:57,5,6,131,313,131,313,0.581,0,71.49,74.76,74.76,0.72,0.798,NA,47.17,0,89.6,NA,25.15,0,"Full",0.906757022687221
"138","hm5-2","9/24/21_hm5-2",2021-09-24,"h",11:23:19,2,20,27,28,5,3.3,0.037,"c",1,11:27:22,5,6,124,291,124,291,0.574,0,112.04,114.8,114.8,0.702,0.666,NA,43.08,0,168.2,NA,17.92,0,"Full",0.906757022687221
"139","hm5-3","9/24/21_hm5-3",2021-09-24,"h",11:27:54,3,20,53,18,5,6.4,0.41,"e",1,11:31:56,5,6,153,354,153,354,0.568,0,104.17,97.58,97.58,0.825,0.684,NA,24.04,0,152.2,NA,10.39,0,"Full",0.906757022687221
"140","hm5-4","9/24/21_hm5-4",2021-09-24,"h",11:32:44,4,20,80,11,5,9.7,0.94,"f",1,11:36:46,5,6,114,259,114,259,0.56,0,97.96,94.3,94.3,0.671,0.705,NA,16.23,0,138.9,NA,7.27,0,"Full",0.906757022687221
"141","ul5-1","9/24/21_ul5-1",2021-09-24,"u",11:37:37,1,20,14,35,5,1.7,0.001,"b",1,11:41:39,5,6,152,547,152,547,0.722,0,68.13,65.1,65.1,0.693,0.57,NA,21.73,0,119.5,NA,10.32,0,"Full",0.906757022687221
"142","ul5-2","9/24/21_ul5-2",2021-09-24,"u",11:42:18,2,20,27,28,5,3.3,0.037,"c",1,11:46:21,5,6,218,889,218,889,0.755,0,74.64,70.98,70.98,0.837,0.607,NA,18.45,0,122.9,NA,8.66,0,"Full",0.906757022687221
"143","ul5-3","9/24/21_ul5-3",2021-09-24,"u",11:46:40,3,20,53,18,5,6.4,0.41,"e",1,11:50:43,5,6,242,999,242,999,0.758,0,87.62,79.23,79.23,0.86,0.613,NA,13.17,0,142.8,NA,5.83,0.001,"Full",0.906757022687221
"144","ul5-4","9/24/21_ul5-4",2021-09-24,"u",11:51:02,4,20,80,11,5,9.7,0.94,"f",1,11:55:04,5,6,225,908,225,908,0.752,0,117.75,105,105,0.753,0.642,NA,19.42,0,183.3,NA,7.82,0,"Full",0.906757022687221
"145","hm2-1","9/25/21_hm2-1",2021-09-25,"h",08:13:50,1,20,14,35,8,1.7,0.001,"b",1,08:17:52,5,1,127,357,127,357,0.644,0,84.4,91.02,91.02,0.879,0.775,NA,33.31,0,108.8,NA,16.41,0,"Waning",0.844778145659446
"146","hm2-2","9/25/21_hm2-2",2021-09-25,"h",08:18:16,2,20,27,28,8,3.3,0.037,"c",1,08:22:18,5,1,50,143,50,143,0.65,0,112.8,109.06,109.06,0.265,0.609,NA,25.02,0,185.3,NA,10.03,0,"Waning",0.844778145659446
"147","hm2-3","9/25/21_hm2-3",2021-09-25,"h",08:22:40,3,20,53,18,8,6.4,0.41,"e",1,08:26:42,5,1,149,387,149,387,0.615,0,45.82,54.94,45.78,0.834,0.878,NA,34.91,0,52.2,NA,23.38,0,"Waning",0.844778145659446
"148","hm2-4","9/25/21_hm2-4",2021-09-25,"h",08:27:30,4,20,80,11,8,9.7,0.94,"f",1,08:31:33,5,1,67,156,67,156,0.571,0,65.5,90.2,90.2,0.608,0.724,NA,11.74,0,90.4,NA,6.23,0.001,"Waning",0.844778145659446
"149","ul2-1","9/25/21_ul2-1",2021-09-25,"u",08:31:55,1,20,14,35,8,1.7,0.001,"b",1,08:35:57,5,1,222,802,222,802,0.723,0,46.7,49.02,49.02,0.38,0.741,NA,12.09,0,63,NA,7.48,0,"Waning",0.844778145659446
"150","ul2-2","9/25/21_ul2-2",2021-09-25,"u",08:36:12,2,20,27,28,8,3.3,0.037,"c",1,08:40:15,5,1,197,823,197,823,0.761,0,64.46,65.55,65.55,0.541,0.712,NA,14.16,0,90.5,NA,7.52,0,"Waning",0.844778145659446
"151","ul2-3","9/25/21_ul2-3",2021-09-25,"u",08:40:44,3,20,53,18,8,6.4,0.41,"e",1,08:44:47,5,1,343,1334,343,1334,0.743,0,52.16,52.06,52.06,0.489,0.776,NA,9.74,0,67.2,NA,5.86,0.001,"Waning",0.844778145659446
"152","ul2-4","9/25/21_ul2-4",2021-09-25,"u",08:45:04,4,20,80,11,8,9.7,0.94,"f",1,08:49:07,5,1,309,1396,309,1396,0.779,0,64.97,63.84,63.84,0.745,0.719,NA,19.31,0,90.4,NA,10.26,0,"Waning",0.844778145659446
"153","hm1-1","9/25/21_hm1-1",2021-09-25,"h",08:49:32,1,20,14,35,7,1.7,0.001,"b",1,08:53:35,5,2,106,277,106,277,0.617,0,89.76,104.96,104.96,0.859,0.679,NA,41.47,0,132.2,NA,18.92,0,"Waning",0.844778145659446
"154","hm1-2","9/25/21_hm1-2",2021-09-25,"h",08:54:00,2,20,27,28,7,3.3,0.037,"c",1,08:58:03,5,2,129,355,129,355,0.637,0,54.49,58.22,56.28,0.909,0.649,NA,52.54,0,84,NA,28.78,0,"Waning",0.844778145659446
"155","hm1-3","9/25/21_hm1-3",2021-09-25,"h",08:58:29,3,20,53,18,7,6.4,0.41,"e",1,09:02:31,5,2,129,339,129,339,0.619,0,88.5,91.02,91.02,0.883,0.669,NA,31.68,0,132.3,NA,14.45,0,"Waning",0.844778145659446
"156","hm1-4","9/25/21_hm1-4",2021-09-25,"h",09:02:49,4,20,80,11,7,9.7,0.94,"f",1,09:06:52,5,2,127,325,127,325,0.609,0,61.3,57,57,0.806,0.811,NA,10.77,0,75.6,NA,6.16,0.001,"Waning",0.844778145659446
"157","ul1-1","9/25/21_ul1-1",2021-09-25,"u",09:07:23,1,20,14,35,7,1.7,0.001,"b",1,09:11:26,5,2,213,867,213,867,0.754,0,64.89,65.84,65.84,0.433,0.712,NA,21.22,0,91.1,NA,11.24,0,"Waning",0.844778145659446
"158","ul1-2","9/25/21_ul1-2",2021-09-25,"u",09:11:48,2,20,27,28,7,3.3,0.037,"c",1,09:15:51,5,2,232,1039,232,1039,0.777,0,76.72,75.24,75.24,0.804,0.713,NA,17.82,0,107.6,NA,8.82,0,"Waning",0.844778145659446
"159","ul1-3","9/25/21_ul1-3",2021-09-25,"u",09:16:37,3,20,53,18,7,6.4,0.41,"e",1,09:20:40,5,2,291,1290,291,1290,0.774,0,69.6,68.4,68.4,0.704,0.689,NA,11.4,0,101,NA,5.79,0.001,"Waning",0.844778145659446
"160","ul1-4","9/25/21_ul1-4",2021-09-25,"u",09:20:56,4,20,80,11,7,9.7,0.94,"f",1,09:24:59,5,2,219,1111,219,1111,0.803,0,113.82,106.26,106.26,1.222,0.688,NA,20.79,0,165.3,NA,8.7,0,"Waning",0.844778145659446
"161","hm4-1","9/25/21_hm4-1",2021-09-25,"h",09:25:26,1,27,14,35,10,1.7,0.001,"b",1,09:29:28,5,3,122,348,122,348,0.649,0,40.24,63.96,43.26,1.109,1.409,NA,6.6,0.001,28.6,NA,5.56,0.001,"Waning",0.844778145659446
"162","hm4-2","9/25/21_hm4-2",2021-09-25,"h",09:29:49,2,27,27,28,10,3.3,0.037,"c",1,09:33:51,5,3,122,334,122,334,0.635,0,50.95,53.01,53.01,0.988,0.979,NA,15.49,0,52.1,NA,10.38,0,"Waning",0.844778145659446
"163","hm4-3","9/25/21_hm4-3",2021-09-25,"h",09:34:07,3,27,53,18,10,6.4,0.41,"e",1,09:38:09,5,3,119,318,119,318,0.626,0,67.34,72.16,66.41,0.828,0.83,NA,16.6,0,81.1,NA,9.23,0,"Waning",0.844778145659446
"164","hm4-4","9/25/21_hm4-4",2021-09-25,"h",09:38:36,4,27,80,11,10,9.7,0.94,"f",1,09:42:39,5,3,102,259,102,259,0.606,0,77.48,73.53,73.53,0.738,0.764,NA,13.28,0,101.4,NA,6.73,0.001,"Waning",0.844778145659446
"165","ul4-1","9/25/21_ul4-1",2021-09-25,"u",09:42:58,1,27,14,35,10,1.7,0.001,"b",1,09:47:01,5,3,231,987,231,987,0.766,0,76.89,72.96,72.96,0.607,0.669,NA,22,0,114.9,NA,10.61,0,"Waning",0.844778145659446
"166","ul4-2","9/25/21_ul4-2",2021-09-25,"u",09:47:15,2,27,27,28,10,3.3,0.037,"c",1,09:51:18,5,3,237,1069,237,1069,0.778,0,68.13,67.83,67.83,0.536,0.726,NA,19.18,0,93.8,NA,10.03,0,"Waning",0.844778145659446
"167","ul4-3","9/25/21_ul4-3",2021-09-25,"u",09:51:40,3,27,53,18,10,6.4,0.41,"e",1,09:55:43,5,3,289,1281,289,1281,0.774,0,79.41,76.02,76.02,0.644,0.689,NA,22.78,0,115.3,NA,10.97,0,"Waning",0.844778145659446
"168","ul4-4","9/25/21_ul4-4",2021-09-25,"u",09:56:02,4,27,80,11,10,9.7,0.94,"f",1,10:00:05,5,3,247,1151,247,1151,0.785,0,104.23,97.02,97.02,1.078,0.728,NA,21.27,0,143.2,NA,9.41,0,"Waning",0.844778145659446
"169","hm3-1","9/25/21_hm3-1",2021-09-25,"h",10:00:42,1,27,14,35,9,1.7,0.001,"b",1,10:04:45,5,4,140,348,140,348,0.598,0,42.27,57.4,45.36,0.714,1.078,NA,8.28,0,39.2,NA,6.23,0.001,"Waning",0.844778145659446
"170","hm3-2","9/25/21_hm3-2",2021-09-25,"h",10:05:26,2,27,27,28,9,3.3,0.037,"c",1,10:09:29,5,4,134,362,134,362,0.63,0,43.59,54.12,45.88,0.936,1.163,NA,15.42,0,37.5,NA,11.8,0,"Waning",0.844778145659446
"171","hm3-3","9/25/21_hm3-3",2021-09-25,"h",10:09:53,3,27,53,18,9,6.4,0.41,"e",1,10:13:55,5,4,148,382,148,382,0.613,0,55.89,65.6,56.15,0.854,0.809,NA,12.24,0,69.1,NA,7.28,0,"Waning",0.844778145659446
"172","hm3-4","9/25/21_hm3-4",2021-09-25,"h",10:14:54,4,27,80,11,9,9.7,0.94,"f",1,10:18:57,5,4,123,301,123,301,0.591,0,48.06,53.3,44.52,0.771,0.786,NA,5.67,0.001,61.1,NA,3.55,0.012,"Waning",0.844778145659446
"173","ul3-1","9/25/21_ul3-1",2021-09-25,"u",10:19:13,1,27,14,35,9,1.7,0.001,"b",1,10:23:15,5,4,171,692,171,692,0.753,0,58.49,60.99,60.99,0.524,0.727,NA,17.27,0,80.5,NA,9.63,0,"Waning",0.844778145659446
"174","ul3-2","9/25/21_ul3-2",2021-09-25,"u",10:23:55,2,27,27,28,9,3.3,0.037,"c",1,10:27:57,5,4,348,1130,348,1130,0.692,0,55.63,53.3,53.3,0.849,0.592,NA,13.82,0,94,NA,7.22,0,"Waning",0.844778145659446
"175","ul3-3","9/25/21_ul3-3",2021-09-25,"u",10:28:12,3,27,53,18,9,6.4,0.41,"e",1,10:32:15,5,4,274,1235,274,1235,0.778,0,74.17,71.82,71.82,0.767,0.717,NA,16.42,0,103.5,NA,8.25,0,"Waning",0.844778145659446
"176","ul3-4","9/25/21_ul3-4",2021-09-25,"u",10:32:34,4,27,80,11,9,9.7,0.94,"f",1,10:36:36,5,4,184,853,184,853,0.784,0,113.64,103.74,103.74,1.221,0.666,NA,22.55,0,170.7,NA,9.33,0,"Waning",0.844778145659446
"177","hm6-1","9/25/21_hm6-1",2021-09-25,"h",10:36:53,1,30,14,35,12,1.7,0.001,"b",1,10:40:55,5,5,132,357,132,357,0.63,0,45.6,51.66,49.4,0.84,1.046,NA,10.98,0,43.6,NA,7.92,0,"Waning",0.844778145659446
"178","hm6-2","9/25/21_hm6-2",2021-09-25,"h",10:41:15,2,30,27,28,12,3.3,0.037,"c",1,10:45:18,5,5,131,347,131,347,0.622,0,59.94,63.14,57.96,0.846,0.929,NA,16.79,0,64.5,NA,10.28,0,"Waning",0.844778145659446
"179","hm6-3","9/25/21_hm6-3",2021-09-25,"h",10:45:33,3,30,53,18,12,6.4,0.41,"e",1,10:49:35,5,5,152,399,152,399,0.619,0,60.75,60.42,60.42,0.83,0.947,NA,13.85,0,64.1,NA,8.5,0,"Waning",0.844778145659446
"180","hm6-4","9/25/21_hm6-4",2021-09-25,"h",10:49:53,4,30,80,11,12,9.7,0.94,"f",1,10:53:56,5,5,99,225,99,225,0.56,0,85.25,93.48,93.48,0.355,0.548,NA,35.95,0,155.5,NA,15.41,0,"Waning",0.844778145659446
"181","ul6-1","9/25/21_ul6-1",2021-09-25,"u",10:54:12,1,30,14,35,12,1.7,0.001,"b",1,10:58:15,5,5,143,587,143,587,0.756,0,76.06,74.95,74.95,0.304,0.713,NA,15.19,0,106.8,NA,7.54,0,"Waning",0.844778145659446
"182","ul6-2","9/25/21_ul6-2",2021-09-25,"u",10:58:32,2,30,27,28,12,3.3,0.037,"c",1,11:02:34,5,5,176,820,176,820,0.785,0,75.43,74.95,74.95,0.64,0.747,NA,18.32,0,101,NA,9.3,0,"Waning",0.844778145659446
"183","ul6-3","9/25/21_ul6-3",2021-09-25,"u",11:02:50,3,30,53,18,12,6.4,0.41,"e",1,11:06:52,5,5,265,1130,265,1130,0.765,0,93.13,89.04,89.04,0.642,0.676,NA,26.1,0,137.7,NA,11.72,0,"Waning",0.844778145659446
"184","ul6-4","9/25/21_ul6-4",2021-09-25,"u",11:07:23,4,30,80,11,12,9.7,0.94,"f",1,11:11:25,5,5,287,1270,287,1270,0.774,0,100.74,94.08,94.08,0.812,0.665,NA,25.07,0,151.4,NA,10.85,0,"Waning",0.844778145659446
"185","hm5-1","9/25/21_hm5-1",2021-09-25,"h",11:11:52,1,30,14,35,11,1.7,0.001,"b",1,11:15:54,5,6,152,392,152,392,0.612,0,51.81,65.6,57.54,0.79,0.906,NA,12.92,0,57.2,NA,8.33,0,"Waning",0.844778145659446
"186","hm5-2","9/25/21_hm5-2",2021-09-25,"h",11:16:59,2,30,27,28,11,3.3,0.037,"c",1,11:21:01,5,6,106,261,106,261,0.594,0,69.72,74.62,70.98,0.764,0.723,NA,33.3,0,96.4,NA,17.23,0,"Waning",0.844778145659446
"187","hm5-3","9/25/21_hm5-3",2021-09-25,"h",11:21:23,3,30,53,18,11,6.4,0.41,"e",1,11:25:25,5,6,129,342,129,342,0.623,0,61.36,72.16,63.42,0.839,0.864,NA,22.95,0,71,NA,13.49,0,"Waning",0.844778145659446
"188","hm5-4","9/25/21_hm5-4",2021-09-25,"h",11:25:39,4,30,80,11,11,9.7,0.94,"f",1,11:29:42,5,6,103,238,103,238,0.567,0,90.65,85.22,85.22,0.7,0.728,NA,16.95,0,124.5,NA,7.92,0,"Waning",0.844778145659446
"189","ul5-1","9/25/21_ul5-1",2021-09-25,"u",11:30:17,1,30,14,35,11,1.7,0.001,"b",1,11:34:20,5,6,197,779,197,779,0.747,0,59.53,60.13,60.13,0.791,0.729,NA,15.32,0,81.6,NA,8.49,0,"Waning",0.844778145659446
"190","ul5-2","9/25/21_ul5-2",2021-09-25,"u",11:34:36,2,30,27,28,11,3.3,0.037,"c",1,11:38:38,5,6,209,1015,209,1015,0.794,0,81.41,77.81,77.81,0.692,0.673,NA,18,0,120.9,NA,8.51,0,"Waning",0.844778145659446
"191","ul5-3","9/25/21_ul5-3",2021-09-25,"u",11:39:11,3,30,53,18,11,6.4,0.41,"e",1,11:43:13,5,6,290,1270,290,1270,0.772,0,78.59,75.18,75.18,0.494,0.672,NA,27.8,0,116.9,NA,13.31,0,"Waning",0.844778145659446
"192","ul5-4","9/25/21_ul5-4",2021-09-25,"u",11:43:32,4,30,80,11,11,9.7,0.94,"f",1,11:47:34,5,6,239,1087,239,1087,0.78,0,119.02,106.26,106.26,0.966,0.636,NA,21.48,0,187,NA,8.58,0,"Waning",0.844778145659446
"193","hm4-1","9/28/21_hm4-1",2021-09-28,"h",08:18:22,1,27,14,35,4,1.7,0.001,"b",1,08:22:24,9,1,139,380,139,380,0.634,0,68.82,67.24,64.38,0.949,0.619,NA,22.2,0,111.2,NA,10.84,0,"Waning",0.597801892255958
"194","hm4-3","9/28/21_hm4-3",2021-09-28,"h",08:24:20,3,27,53,18,4,6.4,0.41,"e",1,08:28:22,9,1,92,235,92,235,0.609,0,80.38,86.92,86.92,0.655,0.647,NA,47.5,0,124.2,NA,22.21,0,"Waning",0.597801892255958
"195","hm4-2","9/28/21_hm4-2",2021-09-28,"h",08:31:53,2,27,27,28,4,3.3,0.037,"c",1,08:35:55,9,1,118,312,118,312,0.622,0,38.75,53.3,36.67,0.793,0.518,NA,20.6,0,74.9,NA,11.84,0,"Waning",0.597801892255958
"196","hm4-4","9/28/21_hm4-4",2021-09-28,"h",08:36:49,4,27,80,11,4,9.7,0.94,"f",1,08:40:51,9,1,95,225,95,225,0.578,0,39,53.3,37.08,0.772,0.811,NA,6.22,0.001,48.1,NA,4.31,0.005,"Waning",0.597801892255958
"197","ul4-1","9/28/21_ul4-1",2021-09-28,"u",08:42:16,1,27,14,35,4,1.7,0.001,"b",1,08:46:19,9,1,209,881,209,881,0.763,0,51.91,54.15,54.15,0.748,0.792,NA,10.78,0,65.6,NA,6.55,0.001,"Waning",0.597801892255958
